"chr","start","end","pfc_ul","pfc_dl","mouse_layer5","mouse_layer6","region_name"
"chr1","57378580","57378922",1,0,0,0,"upper"
"chr1","57622825","57623698",1,0,0,0,"upper"
"chr1","57723176","57724095",1,0,0,0,"upper"
"chr1","57844256","57844596",1,0,0,0,"upper"
"chr1","60916861","60917310",1,0,0,0,"upper"
"chr1","61005606","61006562",1,0,0,0,"upper"
"chr1","62881757","62883004",1,0,0,0,"upper"
"chr1","63073651","63074736",1,0,0,0,"upper"
"chr1","64244750","64245897",1,0,0,0,"upper"
"chr1","66388845","66389412",1,0,0,0,"upper"
"chr1","68293634","68294468",1,0,0,0,"upper"
"chr1","69570095","69570329",1,0,0,0,"upper"
"chr1","69739011","69740030",1,0,0,0,"upper"
"chr1","74422526","74423378",1,0,0,0,"upper"
"chr1","75338469","75339555",1,0,0,0,"upper"
"chr1","75342706","75343275",1,0,0,0,"upper"
"chr1","76408552","76409224",1,0,0,0,"upper"
"chr1","77514219","77515806",1,0,0,0,"upper"
"chr1","81432111","81432592",1,0,0,0,"upper"
"chr1","82606386","82606987",1,0,0,0,"upper"
"chr1","83769842","83770542",1,0,0,0,"upper"
"chr1","83777443","83778292",1,0,0,0,"upper"
"chr1","90134241","90135237",1,0,0,0,"upper"
"chr1","92037203","92037775",1,0,0,0,"upper"
"chr1","94083611","94084108",1,0,0,0,"upper"
"chr1","97500547","97501245",1,0,0,0,"upper"
"chr1","100362792","100363273",1,0,0,0,"upper"
"chr1","105203723","105204338",1,0,0,0,"upper"
"chr1","109225324","109225775",1,0,0,0,"upper"
"chr1","109632403","109633213",1,0,0,0,"upper"
"chr1","110067916","110068549",1,0,0,0,"upper"
"chr1","110069274","110070053",1,0,0,0,"upper"
"chr1","110243348","110244104",1,0,0,0,"upper"
"chr1","111878082","111878570",1,0,0,0,"upper"
"chr1","113302536","113303293",1,0,0,0,"upper"
"chr1","115478884","115479742",1,0,0,0,"upper"
"chr1","116345789","116346421",1,0,0,0,"upper"
"chr1","116855306","116856557",1,0,0,0,"upper"
"chr1","119006491","119007009",1,0,0,0,"upper"
"chr1","119770920","119771495",1,0,0,0,"upper"
"chr1","119898534","119899639",1,0,0,0,"upper"
"chr1","147504442","147505886",1,0,0,0,"upper"
"chr1","154775554","154776266",1,0,0,0,"upper"
"chr1","156070410","156071110",1,0,0,0,"upper"
"chr1","156401730","156402295",1,0,0,0,"upper"
"chr1","156434624","156435056",1,0,0,0,"upper"
"chr1","156444459","156444726",1,0,0,0,"upper"
"chr1","156637984","156638921",1,0,0,0,"upper"
"chr1","159172709","159173326",1,0,0,0,"upper"
"chr1","159915821","159916798",1,0,0,0,"upper"
"chr1","160362488","160363423",1,0,0,0,"upper"
"chr1","162248632","162249399",1,0,0,0,"upper"
"chr1","163609931","163610975",1,0,0,0,"upper"
"chr1","164416907","164417714",1,0,0,0,"upper"
"chr1","168387171","168387851",1,0,0,0,"upper"
"chr1","175674695","175675386",1,0,0,0,"upper"
"chr1","177098865","177099213",1,0,0,0,"upper"
"chr1","178025055","178026125",1,0,0,0,"upper"
"chr1","181128298","181129265",1,0,0,0,"upper"
"chr1","181314821","181315468",1,0,0,0,"upper"
"chr1","182056788","182057420",1,0,0,0,"upper"
"chr1","182279568","182280227",1,0,0,0,"upper"
"chr1","182739526","182740144",1,0,0,0,"upper"
"chr1","183293658","183294449",1,0,0,0,"upper"
"chr1","183330828","183331713",1,0,0,0,"upper"
"chr1","184781873","184782704",1,0,0,0,"upper"
"chr1","185008344","185009333",1,0,0,0,"upper"
"chr1","187928364","187928998",1,0,0,0,"upper"
"chr1","193404084","193404746",1,0,0,0,"upper"
"chr1","197186750","197187439",1,0,0,0,"upper"
"chr1","197435317","197435535",1,0,0,0,"upper"
"chr1","199002514","199003904",1,0,0,0,"upper"
"chr1","200038652","200038886",1,0,0,0,"upper"
"chr1","200226038","200226700",1,0,0,0,"upper"
"chr1","202642681","202642937",1,0,0,0,"upper"
"chr1","203360691","203361117",1,0,0,0,"upper"
"chr1","203513989","203514791",1,0,0,0,"upper"
"chr1","203521806","203522715",1,0,0,0,"upper"
"chr1","204713630","204713842",1,0,0,0,"upper"
"chr1","205048201","205049166",1,0,0,0,"upper"
"chr1","205376272","205376493",1,0,0,0,"upper"
"chr1","208270658","208271182",1,0,0,0,"upper"
"chr1","208643070","208643637",1,0,0,0,"upper"
"chr1","208827875","208828113",1,0,0,0,"upper"
"chr1","209455284","209456379",1,0,0,0,"upper"
"chr1","210505104","210505435",1,0,0,0,"upper"
"chr1","210754852","210755685",1,0,0,0,"upper"
"chr1","213858536","213859097",1,0,0,0,"upper"
"chr1","216388338","216388852",1,0,0,0,"upper"
"chr1","216523605","216524271",1,0,0,0,"upper"
"chr1","216687137","216687713",1,0,0,0,"upper"
"chr1","216945567","216946219",1,0,0,0,"upper"
"chr1","217924859","217925355",1,0,0,0,"upper"
"chr1","222071336","222072059",1,0,0,0,"upper"
"chr1","223535312","223535708",1,0,0,0,"upper"
"chr1","224246361","224247325",1,0,0,0,"upper"
"chr1","224287599","224288109",1,0,0,0,"upper"
"chr1","224502597","224503992",1,0,0,0,"upper"
"chr1","224800491","224800863",1,0,0,0,"upper"
"chr1","229370555","229371082",1,0,0,0,"upper"
"chr1","229694100","229694747",1,0,0,0,"upper"
"chr1","230374968","230375571",1,0,0,0,"upper"
"chr1","230401916","230402252",1,0,0,0,"upper"
"chr1","230517659","230518636",1,0,0,0,"upper"
"chr1","231929218","231929703",1,0,0,0,"upper"
"chr1","233527788","233528249",1,0,0,0,"upper"
"chr1","233604926","233605499",1,0,0,0,"upper"
"chr1","236535550","236536178",1,0,0,0,"upper"
"chr1","239555275","239555813",1,0,0,0,"upper"
"chr1","239809964","239810398",1,0,0,0,"upper"
"chr1","242244981","242245876",1,0,0,0,"upper"
"chr1","242314119","242314606",1,0,0,0,"upper"
"chr1","242317714","242318348",1,0,0,0,"upper"
"chr1","244011277","244012140",1,0,0,0,"upper"
"chr1","244056478","244056895",1,0,0,0,"upper"
"chr1","244077164","244078011",1,0,0,0,"upper"
"chr1","244341324","244342234",1,0,0,0,"upper"
"chr1","245589190","245590220",1,0,0,0,"upper"
"chr2","10527","10922",1,0,0,0,"upper"
"chr2","1010177","1010971",1,0,0,0,"upper"
"chr2","1025901","1026864",1,0,0,0,"upper"
"chr2","1036969","1037506",1,0,0,0,"upper"
"chr2","2187029","2187861",1,0,0,0,"upper"
"chr2","2291545","2292330",1,0,0,0,"upper"
"chr2","2708349","2709192",1,0,0,0,"upper"
"chr2","3142973","3144013",1,0,0,0,"upper"
"chr2","4380585","4381705",1,0,0,0,"upper"
"chr2","4556132","4556841",1,0,0,0,"upper"
"chr2","4965188","4966332",1,0,0,0,"upper"
"chr2","5285704","5286650",1,0,0,0,"upper"
"chr2","5372948","5373760",1,0,0,0,"upper"
"chr2","5613248","5613846",1,0,0,0,"upper"
"chr2","5673031","5674268",1,0,0,0,"upper"
"chr2","5914668","5915632",1,0,0,0,"upper"
"chr2","5945808","5946995",1,0,0,0,"upper"
"chr2","6053871","6055119",1,0,0,0,"upper"
"chr2","6080731","6081793",1,0,0,0,"upper"
"chr2","6290268","6291420",1,0,0,0,"upper"
"chr2","6449709","6450368",1,0,0,0,"upper"
"chr2","7633692","7635045",1,0,0,0,"upper"
"chr2","9675011","9676003",1,0,0,0,"upper"
"chr2","10204329","10205170",1,0,0,0,"upper"
"chr2","10371826","10372468",1,0,0,0,"upper"
"chr2","10883515","10884111",1,0,0,0,"upper"
"chr2","10884152","10885008",1,0,0,0,"upper"
"chr2","11080237","11080681",1,0,0,0,"upper"
"chr2","11955736","11956574",1,0,0,0,"upper"
"chr2","12082819","12083809",1,0,0,0,"upper"
"chr2","15889812","15890379",1,0,0,0,"upper"
"chr2","15943994","15944238",1,0,0,0,"upper"
"chr2","16012529","16013978",1,0,0,0,"upper"
"chr2","16166265","16167116",1,0,0,0,"upper"
"chr2","16215817","16217360",1,0,0,0,"upper"
"chr2","16632605","16633072",1,0,0,0,"upper"
"chr2","16635781","16636118",1,0,0,0,"upper"
"chr2","18299456","18300302",1,0,0,0,"upper"
"chr2","21727071","21727593",1,0,0,0,"upper"
"chr2","22154298","22154530",1,0,0,0,"upper"
"chr2","22487402","22488001",1,0,0,0,"upper"
"chr2","23375454","23375807",1,0,0,0,"upper"
"chr2","26942493","26943107",1,0,0,0,"upper"
"chr2","29650584","29651289",1,0,0,0,"upper"
"chr2","29841434","29841707",1,0,0,0,"upper"
"chr2","34604188","34604721",1,0,0,0,"upper"
"chr2","40093079","40093828",1,0,0,0,"upper"
"chr2","41879123","41879927",1,0,0,0,"upper"
"chr2","43067726","43068768",1,0,0,0,"upper"
"chr2","43943690","43944469",1,0,0,0,"upper"
"chr2","44051593","44052305",1,0,0,0,"upper"
"chr2","47191454","47191746",1,0,0,0,"upper"
"chr2","47239090","47239804",1,0,0,0,"upper"
"chr2","49801559","49802330",1,0,0,0,"upper"
"chr2","50691496","50692141",1,0,0,0,"upper"
"chr2","50831366","50832243",1,0,0,0,"upper"
"chr2","51429941","51430880",1,0,0,0,"upper"
"chr2","52339982","52340654",1,0,0,0,"upper"
"chr2","53600443","53601376",1,0,0,0,"upper"
"chr2","58539804","58540480",1,0,0,0,"upper"
"chr2","62686087","62686880",1,0,0,0,"upper"
"chr2","64626957","64627857",1,0,0,0,"upper"
"chr2","66699765","66700550",1,0,0,0,"upper"
"chr2","69247315","69247932",1,0,0,0,"upper"
"chr2","70732725","70733628",1,0,0,0,"upper"
"chr2","71156386","71157023",1,0,0,0,"upper"
"chr2","75453477","75454211",1,0,0,0,"upper"
"chr2","76669992","76670358",1,0,0,0,"upper"
"chr2","76684335","76685180",1,0,0,0,"upper"
"chr2","77629455","77630422",1,0,0,0,"upper"
"chr2","83528559","83529387",1,0,0,0,"upper"
"chr2","84386325","84387146",1,0,0,0,"upper"
"chr2","95057521","95058272",1,0,0,0,"upper"
"chr2","96916531","96917657",1,0,0,0,"upper"
"chr2","98775270","98776477",1,0,0,0,"upper"
"chr2","100411874","100413424",1,0,0,0,"upper"
"chr2","100639984","100640870",1,0,0,0,"upper"
"chr2","101781550","101782335",1,0,0,0,"upper"
"chr2","103788434","103788770",1,0,0,0,"upper"
"chr2","104026477","104027182",1,0,0,0,"upper"
"chr2","104320970","104322121",1,0,0,0,"upper"
"chr2","104405406","104406779",1,0,0,0,"upper"
"chr2","104788813","104789522",1,0,0,0,"upper"
"chr2","104844397","104845461",1,0,0,0,"upper"
"chr2","107502269","107502999",1,0,0,0,"upper"
"chr2","109058237","109058730",1,0,0,0,"upper"
"chr2","109135374","109136223",1,0,0,0,"upper"
"chr2","109429707","109430622",1,0,0,0,"upper"
"chr2","110836693","110837239",1,0,0,0,"upper"
"chr2","113277478","113277857",1,0,0,0,"upper"
"chr2","115405329","115405829",1,0,0,0,"upper"
"chr2","119255795","119256851",1,0,0,0,"upper"
"chr2","120350045","120350476",1,0,0,0,"upper"
"chr2","120740788","120741402",1,0,0,0,"upper"
"chr2","124426080","124427052",1,0,0,0,"upper"
"chr2","126998774","126999749",1,0,0,0,"upper"
"chr2","127455653","127456132",1,0,0,0,"upper"
"chr2","128260491","128261759",1,0,0,0,"upper"
"chr2","128396292","128396970",1,0,0,0,"upper"
"chr2","129728751","129729877",1,0,0,0,"upper"
"chr2","131235856","131236342",1,0,0,0,"upper"
"chr2","132585909","132586481",1,0,0,0,"upper"
"chr2","132644884","132646309",1,0,0,0,"upper"
"chr2","134508305","134508806",1,0,0,0,"upper"
"chr2","136406980","136408311",1,0,0,0,"upper"
"chr2","140136428","140136858",1,0,0,0,"upper"
"chr2","142472230","142472938",1,0,0,0,"upper"
"chr2","143877892","143878461",1,0,0,0,"upper"
"chr2","144438726","144439933",1,0,0,0,"upper"
"chr2","149442395","149443553",1,0,0,0,"upper"
"chr2","152453044","152454016",1,0,0,0,"upper"
"chr2","155026611","155027035",1,0,0,0,"upper"
"chr2","155748085","155748558",1,0,0,0,"upper"
"chr2","157593487","157593709",1,0,0,0,"upper"
"chr2","161246029","161247034",1,0,0,0,"upper"
"chr2","162002386","162003443",1,0,0,0,"upper"
"chr2","162149023","162150212",1,0,0,0,"upper"
"chr2","162475349","162476220",1,0,0,0,"upper"
"chr2","163733396","163733624",1,0,0,0,"upper"
"chr2","164014014","164014828",1,0,0,0,"upper"
"chr2","164458571","164459121",1,0,0,0,"upper"
"chr2","165440254","165440987",1,0,0,0,"upper"
"chr2","165471410","165471990",1,0,0,0,"upper"
"chr2","165634850","165635411",1,0,0,0,"upper"
"chr2","165648613","165649354",1,0,0,0,"upper"
"chr2","168180612","168181793",1,0,0,0,"upper"
"chr2","170313391","170314476",1,0,0,0,"upper"
"chr2","170505747","170506349",1,0,0,0,"upper"
"chr2","173555554","173556624",1,0,0,0,"upper"
"chr2","174703457","174704055",1,0,0,0,"upper"
"chr2","174731603","174731994",1,0,0,0,"upper"
"chr2","175834220","175835179",1,0,0,0,"upper"
"chr2","175852986","175853936",1,0,0,0,"upper"
"chr2","176086260","176086513",1,0,0,0,"upper"
"chr2","177030233","177031051",1,0,0,0,"upper"
"chr2","181410952","181411552",1,0,0,0,"upper"
"chr2","182591563","182592300",1,0,0,0,"upper"
"chr2","183349047","183349859",1,0,0,0,"upper"
"chr2","186687365","186688413",1,0,0,0,"upper"
"chr2","188204569","188205416",1,0,0,0,"upper"
"chr2","195486626","195487334",1,0,0,0,"upper"
"chr2","195687406","195688171",1,0,0,0,"upper"
"chr2","197596594","197597433",1,0,0,0,"upper"
"chr2","199309843","199310391",1,0,0,0,"upper"
"chr2","199310668","199311585",1,0,0,0,"upper"
"chr2","199581202","199582452",1,0,0,0,"upper"
"chr2","200081249","200081698",1,0,0,0,"upper"
"chr2","200185180","200186252",1,0,0,0,"upper"
"chr2","200274653","200275204",1,0,0,0,"upper"
"chr2","200379321","200380638",1,0,0,0,"upper"
"chr2","200595531","200596197",1,0,0,0,"upper"
"chr2","201887678","201888886",1,0,0,0,"upper"
"chr2","204032083","204032851",1,0,0,0,"upper"
"chr2","204133199","204133974",1,0,0,0,"upper"
"chr2","204260145","204260538",1,0,0,0,"upper"
"chr2","205728415","205729232",1,0,0,0,"upper"
"chr2","206122878","206123451",1,0,0,0,"upper"
"chr2","207256026","207256323",1,0,0,0,"upper"
"chr2","207504488","207505527",1,0,0,0,"upper"
"chr2","208039698","208040534",1,0,0,0,"upper"
"chr2","208671183","208672607",1,0,0,0,"upper"
"chr2","209601508","209602041",1,0,0,0,"upper"
"chr2","209629370","209630054",1,0,0,0,"upper"
"chr2","210503657","210504275",1,0,0,0,"upper"
"chr2","211302450","211303497",1,0,0,0,"upper"
"chr2","212692426","212693047",1,0,0,0,"upper"
"chr2","216619484","216620347",1,0,0,0,"upper"
"chr2","216636340","216637342",1,0,0,0,"upper"
"chr2","217198500","217199549",1,0,0,0,"upper"
"chr2","218873320","218873878",1,0,0,0,"upper"
"chr2","219476313","219477216",1,0,0,0,"upper"
"chr2","219511588","219512242",1,0,0,0,"upper"
"chr2","220372897","220373910",1,0,0,0,"upper"
"chr2","222241026","222242056",1,0,0,0,"upper"
"chr2","223538764","223539500",1,0,0,0,"upper"
"chr2","224433441","224434128",1,0,0,0,"upper"
"chr2","226649703","226650682",1,0,0,0,"upper"
"chr2","227006094","227007805",1,0,0,0,"upper"
"chr2","227393463","227394233",1,0,0,0,"upper"
"chr2","228838168","228839307",1,0,0,0,"upper"
"chr2","229591612","229592113",1,0,0,0,"upper"
"chr2","232667959","232668449",1,0,0,0,"upper"
"chr2","233546662","233547139",1,0,0,0,"upper"
"chr2","233938881","233939272",1,0,0,0,"upper"
"chr2","234271334","234272219",1,0,0,0,"upper"
"chr2","234335426","234336284",1,0,0,0,"upper"
"chr2","234374585","234375766",1,0,0,0,"upper"
"chr2","234596431","234597251",1,0,0,0,"upper"
"chr2","234769794","234770693",1,0,0,0,"upper"
"chr2","234792576","234793704",1,0,0,0,"upper"
"chr2","235068432","235069432",1,0,0,0,"upper"
"chr2","235502295","235502750",1,0,0,0,"upper"
"chr2","235658652","235659652",1,0,0,0,"upper"
"chr2","238854559","238855180",1,0,0,0,"upper"
"chr2","239194689","239195158",1,0,0,0,"upper"
"chr2","239195244","239195946",1,0,0,0,"upper"
"chr2","239290788","239292231",1,0,0,0,"upper"
"chr2","239858106","239858906",1,0,0,0,"upper"
"chr2","240468659","240469893",1,0,0,0,"upper"
"chr2","240800013","240800847",1,0,0,0,"upper"
"chr3","63058","64001",1,0,0,0,"upper"
"chr3","1272600","1273019",1,0,0,0,"upper"
"chr3","3022846","3023926",1,0,0,0,"upper"
"chr3","7700208","7701243",1,0,0,0,"upper"
"chr3","8001466","8002119",1,0,0,0,"upper"
"chr3","8113318","8113985",1,0,0,0,"upper"
"chr3","9098651","9099530",1,0,0,0,"upper"
"chr3","9143224","9143718",1,0,0,0,"upper"
"chr3","10628939","10629570",1,0,0,0,"upper"
"chr3","10977762","10978265",1,0,0,0,"upper"
"chr3","10999609","11000189",1,0,0,0,"upper"
"chr3","11636097","11636747",1,0,0,0,"upper"
"chr3","13276732","13277703",1,0,0,0,"upper"
"chr3","13782579","13783816",1,0,0,0,"upper"
"chr3","14511623","14512161",1,0,0,0,"upper"
"chr3","14534184","14535357",1,0,0,0,"upper"
"chr3","14563749","14564601",1,0,0,0,"upper"
"chr3","14663437","14664356",1,0,0,0,"upper"
"chr3","16302092","16302795",1,0,0,0,"upper"
"chr3","16657816","16658554",1,0,0,0,"upper"
"chr3","17259616","17260150",1,0,0,0,"upper"
"chr3","18189251","18190149",1,0,0,0,"upper"
"chr3","20329895","20330190",1,0,0,0,"upper"
"chr3","21436507","21437369",1,0,0,0,"upper"
"chr3","29176361","29177133",1,0,0,0,"upper"
"chr3","32410338","32411219",1,0,0,0,"upper"
"chr3","32459866","32461028",1,0,0,0,"upper"
"chr3","34405161","34406216",1,0,0,0,"upper"
"chr3","34947796","34948388",1,0,0,0,"upper"
"chr3","35505051","35505601",1,0,0,0,"upper"
"chr3","38640941","38641571",1,0,0,0,"upper"
"chr3","39029411","39030209",1,0,0,0,"upper"
"chr3","44021567","44022317",1,0,0,0,"upper"
"chr3","47573372","47574134",1,0,0,0,"upper"
"chr3","49867973","49868441",1,0,0,0,"upper"
"chr3","50430945","50431275",1,0,0,0,"upper"
"chr3","50453816","50454347",1,0,0,0,"upper"
"chr3","50495733","50496435",1,0,0,0,"upper"
"chr3","52005448","52005961",1,0,0,0,"upper"
"chr3","52311456","52312187",1,0,0,0,"upper"
"chr3","55556901","55557751",1,0,0,0,"upper"
"chr3","55896026","55896651",1,0,0,0,"upper"
"chr3","59816958","59817223",1,0,0,0,"upper"
"chr3","62378304","62379638",1,0,0,0,"upper"
"chr3","62665704","62666723",1,0,0,0,"upper"
"chr3","63403711","63404615",1,0,0,0,"upper"
"chr3","64488996","64489955",1,0,0,0,"upper"
"chr3","64576239","64576753",1,0,0,0,"upper"
"chr3","64600164","64601088",1,0,0,0,"upper"
"chr3","66442226","66443450",1,0,0,0,"upper"
"chr3","67517856","67518944",1,0,0,0,"upper"
"chr3","69613312","69613996",1,0,0,0,"upper"
"chr3","70076000","70077087",1,0,0,0,"upper"
"chr3","70231012","70232058",1,0,0,0,"upper"
"chr3","71763387","71763924",1,0,0,0,"upper"
"chr3","72597776","72598343",1,0,0,0,"upper"
"chr3","72768596","72769305",1,0,0,0,"upper"
"chr3","76125343","76125714",1,0,0,0,"upper"
"chr3","77051821","77053010",1,0,0,0,"upper"
"chr3","77281587","77282053",1,0,0,0,"upper"
"chr3","78729904","78730173",1,0,0,0,"upper"
"chr3","87508946","87509800",1,0,0,0,"upper"
"chr3","88671376","88672096",1,0,0,0,"upper"
"chr3","89859321","89860186",1,0,0,0,"upper"
"chr3","94158495","94160072",1,0,0,0,"upper"
"chr3","102338553","102339051",1,0,0,0,"upper"
"chr3","106398846","106399604",1,0,0,0,"upper"
"chr3","107142932","107143575",1,0,0,0,"upper"
"chr3","111193029","111194155",1,0,0,0,"upper"
"chr3","113241326","113242449",1,0,0,0,"upper"
"chr3","113264184","113265787",1,0,0,0,"upper"
"chr3","113297306","113298627",1,0,0,0,"upper"
"chr3","115660812","115661411",1,0,0,0,"upper"
"chr3","117355318","117356099",1,0,0,0,"upper"
"chr3","117622057","117622888",1,0,0,0,"upper"
"chr3","118972955","118973619",1,0,0,0,"upper"
"chr3","119213176","119213765",1,0,0,0,"upper"
"chr3","120755958","120756373",1,0,0,0,"upper"
"chr3","122760141","122760952",1,0,0,0,"upper"
"chr3","123125659","123126466",1,0,0,0,"upper"
"chr3","124916814","124917462",1,0,0,0,"upper"
"chr3","126541719","126542365",1,0,0,0,"upper"
"chr3","127159483","127160026",1,0,0,0,"upper"
"chr3","127403996","127405090",1,0,0,0,"upper"
"chr3","127524037","127524698",1,0,0,0,"upper"
"chr3","128456833","128457521",1,0,0,0,"upper"
"chr3","129521315","129522280",1,0,0,0,"upper"
"chr3","135140491","135141520",1,0,0,0,"upper"
"chr3","137096320","137096900",1,0,0,0,"upper"
"chr3","137219793","137220220",1,0,0,0,"upper"
"chr3","141218827","141219380",1,0,0,0,"upper"
"chr3","141811206","141812574",1,0,0,0,"upper"
"chr3","148178178","148178887",1,0,0,0,"upper"
"chr3","150156548","150157018",1,0,0,0,"upper"
"chr3","150202258","150203552",1,0,0,0,"upper"
"chr3","150215860","150216893",1,0,0,0,"upper"
"chr3","150370040","150370557",1,0,0,0,"upper"
"chr3","152361894","152362414",1,0,0,0,"upper"
"chr3","154247724","154248457",1,0,0,0,"upper"
"chr3","155425490","155425914",1,0,0,0,"upper"
"chr3","156024895","156025356",1,0,0,0,"upper"
"chr3","157501894","157502223",1,0,0,0,"upper"
"chr3","160906632","160907024",1,0,0,0,"upper"
"chr3","161553064","161553697",1,0,0,0,"upper"
"chr3","165192573","165193235",1,0,0,0,"upper"
"chr3","165193921","165194114",1,0,0,0,"upper"
"chr3","165532751","165533552",1,0,0,0,"upper"
"chr3","167166026","167167082",1,0,0,0,"upper"
"chr3","168581641","168582271",1,0,0,0,"upper"
"chr3","172173783","172175124",1,0,0,0,"upper"
"chr3","172203513","172204303",1,0,0,0,"upper"
"chr3","173913385","173913770",1,0,0,0,"upper"
"chr3","173913886","173914358",1,0,0,0,"upper"
"chr3","178310894","178311428",1,0,0,0,"upper"
"chr3","179744694","179746233",1,0,0,0,"upper"
"chr3","180804891","180805410",1,0,0,0,"upper"
"chr3","181105581","181106123",1,0,0,0,"upper"
"chr3","181252532","181253275",1,0,0,0,"upper"
"chr3","181417647","181418652",1,0,0,0,"upper"
"chr3","181497025","181497860",1,0,0,0,"upper"
"chr3","181701982","181702367",1,0,0,0,"upper"
"chr3","181722014","181722499",1,0,0,0,"upper"
"chr3","181726575","181727321",1,0,0,0,"upper"
"chr3","182092396","182093194",1,0,0,0,"upper"
"chr3","182682106","182683267",1,0,0,0,"upper"
"chr3","184500384","184500990",1,0,0,0,"upper"
"chr3","184553396","184553797",1,0,0,0,"upper"
"chr3","184604011","184604793",1,0,0,0,"upper"
"chr3","184716811","184718031",1,0,0,0,"upper"
"chr3","186097575","186098505",1,0,0,0,"upper"
"chr3","187450182","187451228",1,0,0,0,"upper"
"chr3","187484592","187485284",1,0,0,0,"upper"
"chr3","187590772","187591779",1,0,0,0,"upper"
"chr3","190544179","190544614",1,0,0,0,"upper"
"chr3","191626825","191627509",1,0,0,0,"upper"
"chr3","192351513","192352544",1,0,0,0,"upper"
"chr3","192408017","192408242",1,0,0,0,"upper"
"chr3","193816698","193817488",1,0,0,0,"upper"
"chr3","194203880","194204975",1,0,0,0,"upper"
"chr3","196966953","196967245",1,0,0,0,"upper"
"chr3","197354388","197355312",1,0,0,0,"upper"
"chr3","197541640","197542357",1,0,0,0,"upper"
"chr3","197685375","197686388",1,0,0,0,"upper"
"chr4","1576013","1576632",1,0,0,0,"upper"
"chr4","2390795","2391393",1,0,0,0,"upper"
"chr4","3321187","3322603",1,0,0,0,"upper"
"chr4","3594688","3595058",1,0,0,0,"upper"
"chr4","3623691","3624418",1,0,0,0,"upper"
"chr4","3829840","3830329",1,0,0,0,"upper"
"chr4","3851208","3851848",1,0,0,0,"upper"
"chr4","5206245","5206885",1,0,0,0,"upper"
"chr4","5906056","5906876",1,0,0,0,"upper"
"chr4","6416474","6417077",1,0,0,0,"upper"
"chr4","6446564","6447658",1,0,0,0,"upper"
"chr4","6726947","6727649",1,0,0,0,"upper"
"chr4","7298736","7299504",1,0,0,0,"upper"
"chr4","7487124","7488051",1,0,0,0,"upper"
"chr4","8038714","8039915",1,0,0,0,"upper"
"chr4","8457821","8458396",1,0,0,0,"upper"
"chr4","8857608","8858351",1,0,0,0,"upper"
"chr4","11831505","11832301",1,0,0,0,"upper"
"chr4","13512561","13513456",1,0,0,0,"upper"
"chr4","13522317","13523000",1,0,0,0,"upper"
"chr4","14100112","14100980",1,0,0,0,"upper"
"chr4","14869030","14869518",1,0,0,0,"upper"
"chr4","17182696","17183336",1,0,0,0,"upper"
"chr4","17426197","17426738",1,0,0,0,"upper"
"chr4","17717165","17717960",1,0,0,0,"upper"
"chr4","22842211","22843185",1,0,0,0,"upper"
"chr4","26330026","26330673",1,0,0,0,"upper"
"chr4","27360162","27361299",1,0,0,0,"upper"
"chr4","35490854","35491387",1,0,0,0,"upper"
"chr4","36292522","36293169",1,0,0,0,"upper"
"chr4","40054498","40054876",1,0,0,0,"upper"
"chr4","40451089","40451956",1,0,0,0,"upper"
"chr4","41146588","41147184",1,0,0,0,"upper"
"chr4","41432723","41433554",1,0,0,0,"upper"
"chr4","42635814","42636986",1,0,0,0,"upper"
"chr4","45062852","45064145",1,0,0,0,"upper"
"chr4","45082037","45082562",1,0,0,0,"upper"
"chr4","48813942","48814438",1,0,0,0,"upper"
"chr4","57157215","57158194",1,0,0,0,"upper"
"chr4","57540901","57541754",1,0,0,0,"upper"
"chr4","61532240","61532961",1,0,0,0,"upper"
"chr4","64736759","64737929",1,0,0,0,"upper"
"chr4","66927861","66928530",1,0,0,0,"upper"
"chr4","67475155","67475725",1,0,0,0,"upper"
"chr4","76458894","76459908",1,0,0,0,"upper"
"chr4","76997100","76998105",1,0,0,0,"upper"
"chr4","77022779","77023284",1,0,0,0,"upper"
"chr4","78222367","78223294",1,0,0,0,"upper"
"chr4","78336308","78337040",1,0,0,0,"upper"
"chr4","78347521","78348050",1,0,0,0,"upper"
"chr4","79015208","79016055",1,0,0,0,"upper"
"chr4","81599695","81600392",1,0,0,0,"upper"
"chr4","81722150","81723083",1,0,0,0,"upper"
"chr4","82747158","82748779",1,0,0,0,"upper"
"chr4","83829745","83831056",1,0,0,0,"upper"
"chr4","84401640","84402457",1,0,0,0,"upper"
"chr4","86279242","86279953",1,0,0,0,"upper"
"chr4","87033237","87033502",1,0,0,0,"upper"
"chr4","87679511","87680315",1,0,0,0,"upper"
"chr4","87973476","87973981",1,0,0,0,"upper"
"chr4","89708838","89709455",1,0,0,0,"upper"
"chr4","91064239","91065101",1,0,0,0,"upper"
"chr4","93654117","93654937",1,0,0,0,"upper"
"chr4","93834167","93835204",1,0,0,0,"upper"
"chr4","95428041","95429171",1,0,0,0,"upper"
"chr4","97215262","97216434",1,0,0,0,"upper"
"chr4","97644927","97645433",1,0,0,0,"upper"
"chr4","104420755","104421103",1,0,0,0,"upper"
"chr4","105605321","105606096",1,0,0,0,"upper"
"chr4","107649986","107650837",1,0,0,0,"upper"
"chr4","111788007","111788721",1,0,0,0,"upper"
"chr4","111793544","111794261",1,0,0,0,"upper"
"chr4","112340084","112340370",1,0,0,0,"upper"
"chr4","113077418","113078541",1,0,0,0,"upper"
"chr4","114404719","114405134",1,0,0,0,"upper"
